epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,455.201,1.06275,0.70806,0.97114,0.86421,0.87975,0.84269,0.58558,1.05726,0.73948,1.07876,0.003697,0.003697,0.003697
193,457.048,1.04946,0.70338,0.99565,0.86421,0.87975,0.84269,0.58558,1.05726,0.73948,1.07876,0.003664,0.003664,0.003664
194,458.975,1.02804,0.65605,0.95027,0.86931,0.87249,0.84351,0.58606,1.05332,0.74532,1.07205,0.003631,0.003631,0.003631
195,460.868,1.07941,0.68056,0.98722,0.86931,0.87249,0.84351,0.58606,1.05332,0.74532,1.07205,0.003598,0.003598,0.003598
196,463.039,1.05825,0.67049,0.98038,0.86931,0.87249,0.84351,0.58606,1.05332,0.74532,1.07205,0.003565,0.003565,0.003565
197,465.53,0.99548,0.69532,0.99762,0.85874,0.88251,0.84626,0.59156,1.04582,0.74404,1.07043,0.003532,0.003532,0.003532
198,467.498,1.07472,0.67827,0.98714,0.85874,0.88251,0.84626,0.59156,1.04582,0.74404,1.07043,0.003499,0.003499,0.003499
199,469.341,1.01877,0.70766,0.96894,0.85874,0.88251,0.84626,0.59156,1.04582,0.74404,1.07043,0.003466,0.003466,0.003466
200,471.223,1.07305,0.70967,1.00487,0.8643,0.875,0.84707,0.59299,1.04791,0.73133,1.07694,0.003433,0.003433,0.003433
201,473.091,1.0635,0.67127,1.00731,0.8643,0.875,0.84707,0.59299,1.04791,0.73133,1.07694,0.0034,0.0034,0.0034
202,474.975,1.076,0.67269,0.98347,0.8643,0.875,0.84707,0.59299,1.04791,0.73133,1.07694,0.003367,0.003367,0.003367
203,477.569,1.06378,0.68162,0.97132,0.86443,0.87704,0.84757,0.59253,1.05462,0.72685,1.08449,0.003334,0.003334,0.003334
204,479.792,1.00761,0.65126,0.97668,0.86443,0.87704,0.84757,0.59253,1.05462,0.72685,1.08449,0.003301,0.003301,0.003301
205,481.689,1.04568,0.68133,0.99673,0.86443,0.87704,0.84757,0.59253,1.05462,0.72685,1.08449,0.003268,0.003268,0.003268
206,483.614,1.04514,0.71172,1.01327,0.87279,0.87626,0.84895,0.594,1.05259,0.7182,1.08468,0.003235,0.003235,0.003235
207,485.407,1.04835,0.64757,0.99317,0.87279,0.87626,0.84895,0.594,1.05259,0.7182,1.08468,0.003202,0.003202,0.003202
208,487.249,0.98705,0.68298,0.99258,0.87279,0.87626,0.84895,0.594,1.05259,0.7182,1.08468,0.003169,0.003169,0.003169
209,489.214,1.0859,0.67475,0.97869,0.87279,0.87626,0.84895,0.594,1.05259,0.7182,1.08468,0.003136,0.003136,0.003136
210,491.902,1.05218,0.6365,0.95605,0.87111,0.87452,0.85037,0.59546,1.04533,0.71557,1.0791,0.003103,0.003103,0.003103
211,493.993,1.05394,0.68612,0.99606,0.87111,0.87452,0.85037,0.59546,1.04533,0.71557,1.0791,0.00307,0.00307,0.00307
212,495.796,1.00407,0.69516,1.05461,0.87111,0.87452,0.85037,0.59546,1.04533,0.71557,1.0791,0.003037,0.003037,0.003037
213,497.759,1.03216,0.67783,0.98896,0.87484,0.8751,0.85057,0.59877,1.03757,0.70495,1.07205,0.003004,0.003004,0.003004
214,499.658,1.04722,0.63127,0.95165,0.87484,0.8751,0.85057,0.59877,1.03757,0.70495,1.07205,0.002971,0.002971,0.002971
215,501.55,1.02328,0.64187,0.98506,0.87484,0.8751,0.85057,0.59877,1.03757,0.70495,1.07205,0.002938,0.002938,0.002938
216,503.88,1.03359,0.63954,0.96565,0.88101,0.87458,0.84831,0.59691,1.03775,0.69781,1.06862,0.002905,0.002905,0.002905
217,506.427,1.01323,0.61968,0.96588,0.88101,0.87458,0.84831,0.59691,1.03775,0.69781,1.06862,0.002872,0.002872,0.002872
218,508.352,1.02602,0.71558,1.02597,0.88101,0.87458,0.84831,0.59691,1.03775,0.69781,1.06862,0.002839,0.002839,0.002839
219,510.295,1.05996,0.66465,0.95908,0.87954,0.87532,0.84914,0.59829,1.03464,0.69137,1.06562,0.002806,0.002806,0.002806
220,512.144,1.02617,0.65952,0.98053,0.87954,0.87532,0.84914,0.59829,1.03464,0.69137,1.06562,0.002773,0.002773,0.002773
221,513.992,1.03822,0.76681,1.01196,0.87954,0.87532,0.84914,0.59829,1.03464,0.69137,1.06562,0.00274,0.00274,0.00274
222,515.886,1.03426,0.67022,0.96883,0.87543,0.87807,0.84788,0.59333,1.03455,0.69764,1.06763,0.002707,0.002707,0.002707
223,518.521,1.01406,0.68022,0.99866,0.87543,0.87807,0.84788,0.59333,1.03455,0.69764,1.06763,0.002674,0.002674,0.002674
224,520.792,1.00441,0.66241,0.97167,0.87543,0.87807,0.84788,0.59333,1.03455,0.69764,1.06763,0.002641,0.002641,0.002641
225,522.663,1.01459,0.67851,1.02725,0.87543,0.87807,0.84788,0.59333,1.03455,0.69764,1.06763,0.002608,0.002608,0.002608
226,524.685,1.06039,0.68095,0.98274,0.87549,0.87951,0.84626,0.5894,1.04199,0.69955,1.07303,0.002575,0.002575,0.002575
227,526.606,1.01422,0.65029,0.99379,0.87549,0.87951,0.84626,0.5894,1.04199,0.69955,1.07303,0.002542,0.002542,0.002542
228,528.442,1.01569,0.66596,1.0055,0.87549,0.87951,0.84626,0.5894,1.04199,0.69955,1.07303,0.002509,0.002509,0.002509
229,530.666,1.07017,0.68024,0.98761,0.87501,0.88209,0.8459,0.58959,1.0448,0.6932,1.0762,0.002476,0.002476,0.002476
230,533.191,1.03173,0.67264,0.98846,0.87501,0.88209,0.8459,0.58959,1.0448,0.6932,1.0762,0.002443,0.002443,0.002443
231,535.119,1.01238,0.6801,0.98765,0.87501,0.88209,0.8459,0.58959,1.0448,0.6932,1.0762,0.00241,0.00241,0.00241
232,537.047,1.03241,0.6341,0.96347,0.87428,0.88076,0.85066,0.59249,1.05062,0.69703,1.0787,0.002377,0.002377,0.002377
233,538.98,1.02917,0.66284,0.96092,0.87428,0.88076,0.85066,0.59249,1.05062,0.69703,1.0787,0.002344,0.002344,0.002344
234,540.901,1.07251,0.65311,0.96988,0.87428,0.88076,0.85066,0.59249,1.05062,0.69703,1.0787,0.002311,0.002311,0.002311
235,542.797,1.0683,0.6807,1.00115,0.86686,0.88158,0.85106,0.59337,1.05012,0.70764,1.07701,0.002278,0.002278,0.002278
236,545.253,1.05065,0.6797,0.99517,0.86686,0.88158,0.85106,0.59337,1.05012,0.70764,1.07701,0.002245,0.002245,0.002245
237,547.604,1.03306,0.64099,0.97666,0.86686,0.88158,0.85106,0.59337,1.05012,0.70764,1.07701,0.002212,0.002212,0.002212
238,549.492,1.02529,0.65214,0.96732,0.86544,0.88058,0.84975,0.59726,1.044,0.71388,1.06955,0.002179,0.002179,0.002179
239,551.374,1.03585,0.64708,0.9787,0.86544,0.88058,0.84975,0.59726,1.044,0.71388,1.06955,0.002146,0.002146,0.002146
240,553.253,1.00608,0.65848,0.99842,0.86544,0.88058,0.84975,0.59726,1.044,0.71388,1.06955,0.002113,0.002113,0.002113
241,555.157,1.03211,0.64279,0.97345,0.86544,0.88058,0.84975,0.59726,1.044,0.71388,1.06955,0.00208,0.00208,0.00208
242,557.181,1.02744,0.65747,0.96943,0.8619,0.88202,0.85125,0.59963,1.03484,0.71379,1.06319,0.002047,0.002047,0.002047
243,559.889,1.0424,0.63356,0.95932,0.8619,0.88202,0.85125,0.59963,1.03484,0.71379,1.06319,0.002014,0.002014,0.002014
244,562.147,1.11388,0.63717,0.95018,0.8619,0.88202,0.85125,0.59963,1.03484,0.71379,1.06319,0.001981,0.001981,0.001981
245,564.052,1.0189,0.74981,0.97796,0.86153,0.88031,0.84789,0.59872,1.03542,0.71333,1.06212,0.001948,0.001948,0.001948
246,566.054,1.08241,0.6542,0.95324,0.86153,0.88031,0.84789,0.59872,1.03542,0.71333,1.06212,0.001915,0.001915,0.001915
247,567.892,1.03558,0.65023,0.9877,0.86153,0.88031,0.84789,0.59872,1.03542,0.71333,1.06212,0.001882,0.001882,0.001882
248,569.849,1.05689,0.64896,0.98015,0.85047,0.87069,0.84517,0.59657,1.03325,0.72849,1.06034,0.001849,0.001849,0.001849
249,572.181,1.03345,0.64694,0.96752,0.85047,0.87069,0.84517,0.59657,1.03325,0.72849,1.06034,0.001816,0.001816,0.001816
250,574.571,1.05669,0.6565,0.99202,0.85047,0.87069,0.84517,0.59657,1.03325,0.72849,1.06034,0.001783,0.001783,0.001783
251,576.469,1.01837,0.66195,0.98035,0.84648,0.86423,0.84128,0.59359,1.03667,0.73235,1.06422,0.00175,0.00175,0.00175
252,578.401,1.02326,0.63973,0.96727,0.84648,0.86423,0.84128,0.59359,1.03667,0.73235,1.06422,0.001717,0.001717,0.001717
253,580.254,1.00908,0.64048,0.9801,0.84648,0.86423,0.84128,0.59359,1.03667,0.73235,1.06422,0.001684,0.001684,0.001684
254,582.134,1.02507,0.61903,0.95416,0.84641,0.85308,0.83927,0.59446,1.03846,0.73131,1.06902,0.001651,0.001651,0.001651
255,583.974,1.02136,0.64715,0.97813,0.84641,0.85308,0.83927,0.59446,1.03846,0.73131,1.06902,0.001618,0.001618,0.001618
256,586.394,1.04245,0.64207,1.02274,0.84641,0.85308,0.83927,0.59446,1.03846,0.73131,1.06902,0.001585,0.001585,0.001585
257,588.77,1.02793,0.65164,0.97908,0.84641,0.85308,0.83927,0.59446,1.03846,0.73131,1.06902,0.001552,0.001552,0.001552
258,590.697,1.06526,0.63664,0.9885,0.86058,0.85922,0.84946,0.60114,1.03417,0.7109,1.0695,0.001519,0.001519,0.001519
259,592.48,0.99109,0.66945,1.01179,0.86058,0.85922,0.84946,0.60114,1.03417,0.7109,1.0695,0.001486,0.001486,0.001486
260,594.442,1.05643,0.652,0.99298,0.86058,0.85922,0.84946,0.60114,1.03417,0.7109,1.0695,0.001453,0.001453,0.001453
261,596.339,1.02001,0.62711,0.95759,0.85854,0.86558,0.85164,0.60467,1.02529,0.69364,1.06751,0.00142,0.00142,0.00142
262,598.273,1.01727,0.63841,0.99856,0.85854,0.86558,0.85164,0.60467,1.02529,0.69364,1.06751,0.001387,0.001387,0.001387
263,600.883,0.96773,0.6375,0.97847,0.85854,0.86558,0.85164,0.60467,1.02529,0.69364,1.06751,0.001354,0.001354,0.001354
264,602.801,0.98316,0.61152,0.98404,0.87364,0.87193,0.85585,0.60646,1.01969,0.67406,1.06444,0.001321,0.001321,0.001321
265,604.65,1.01565,0.62712,0.98724,0.87364,0.87193,0.85585,0.60646,1.01969,0.67406,1.06444,0.001288,0.001288,0.001288
266,606.45,1.03581,0.64352,1.00884,0.87364,0.87193,0.85585,0.60646,1.01969,0.67406,1.06444,0.001255,0.001255,0.001255
267,608.314,0.98428,0.66484,1.01452,0.86938,0.88218,0.85706,0.60567,1.02205,0.66659,1.06489,0.001222,0.001222,0.001222
268,610.143,0.99426,0.64321,0.96499,0.86938,0.88218,0.85706,0.60567,1.02205,0.66659,1.06489,0.001189,0.001189,0.001189
269,612.125,1.00384,0.65217,1.01495,0.86938,0.88218,0.85706,0.60567,1.02205,0.66659,1.06489,0.001156,0.001156,0.001156
270,614.683,1.00919,0.68572,1.01936,0.8705,0.88404,0.85883,0.60459,1.02106,0.66653,1.06498,0.001123,0.001123,0.001123
271,616.61,0.9863,0.59022,0.94624,0.8705,0.88404,0.85883,0.60459,1.02106,0.66653,1.06498,0.00109,0.00109,0.00109
272,618.417,1.03474,0.63784,0.99984,0.8705,0.88404,0.85883,0.60459,1.02106,0.66653,1.06498,0.001057,0.001057,0.001057
273,620.277,1.08755,0.64983,1.01026,0.8705,0.88404,0.85883,0.60459,1.02106,0.66653,1.06498,0.001024,0.001024,0.001024
274,622.241,1.05769,0.62262,0.93777,0.87321,0.88123,0.8581,0.60524,1.02163,0.67236,1.06522,0.000991,0.000991,0.000991
275,624.082,1.02611,0.67919,0.98089,0.87321,0.88123,0.8581,0.60524,1.02163,0.67236,1.06522,0.000958,0.000958,0.000958
276,626.177,1.00724,0.63215,0.99968,0.87321,0.88123,0.8581,0.60524,1.02163,0.67236,1.06522,0.000925,0.000925,0.000925
277,628.739,1.02825,0.69839,1.02846,0.86941,0.88265,0.857,0.60517,1.02477,0.67666,1.06532,0.000892,0.000892,0.000892
278,630.583,1.04601,0.67757,1.00478,0.86941,0.88265,0.857,0.60517,1.02477,0.67666,1.06532,0.000859,0.000859,0.000859
279,632.511,1.03134,0.60622,0.94835,0.86941,0.88265,0.857,0.60517,1.02477,0.67666,1.06532,0.000826,0.000826,0.000826
280,634.433,0.97187,0.60927,0.9536,0.86615,0.88752,0.85572,0.6035,1.02676,0.67967,1.06497,0.000793,0.000793,0.000793
281,636.445,0.99436,0.66551,0.9978,0.86615,0.88752,0.85572,0.6035,1.02676,0.67967,1.06497,0.00076,0.00076,0.00076
282,638.246,1.02334,0.62369,0.97014,0.86615,0.88752,0.85572,0.6035,1.02676,0.67967,1.06497,0.000727,0.000727,0.000727
283,640.622,1.01697,0.64594,0.99844,0.86739,0.88914,0.85508,0.60393,1.02425,0.68102,1.06315,0.000694,0.000694,0.000694
284,642.939,0.98804,0.61796,0.98362,0.86739,0.88914,0.85508,0.60393,1.02425,0.68102,1.06315,0.000661,0.000661,0.000661
285,644.718,1.02011,0.64991,0.97782,0.86739,0.88914,0.85508,0.60393,1.02425,0.68102,1.06315,0.000628,0.000628,0.000628
286,646.614,1.034,0.62029,0.96412,0.86477,0.88733,0.8541,0.60269,1.02473,0.68161,1.06165,0.000595,0.000595,0.000595
287,648.449,0.99784,0.63536,1.00358,0.86477,0.88733,0.8541,0.60269,1.02473,0.68161,1.06165,0.000562,0.000562,0.000562
288,650.331,1.02153,0.61203,0.97298,0.86477,0.88733,0.8541,0.60269,1.02473,0.68161,1.06165,0.000529,0.000529,0.000529
289,652.116,0.99012,0.60515,0.97792,0.86477,0.88733,0.8541,0.60269,1.02473,0.68161,1.06165,0.000496,0.000496,0.000496
290,654.434,0.98637,0.60887,0.94828,0.86527,0.88701,0.85374,0.60124,1.02681,0.68132,1.06296,0.000463,0.000463,0.000463
291,658.631,1.00863,0.63617,0.98707,0.86527,0.88701,0.85374,0.60124,1.02681,0.68132,1.06296,0.00043,0.00043,0.00043
292,660.394,1.00079,0.63861,0.99966,0.86527,0.88701,0.85374,0.60124,1.02681,0.68132,1.06296,0.000397,0.000397,0.000397
293,662.324,0.9931,0.62184,0.98325,0.86427,0.88701,0.85419,0.60247,1.02461,0.68165,1.06142,0.000364,0.000364,0.000364
294,664.057,0.99646,0.65391,1.02902,0.86427,0.88701,0.85419,0.60247,1.02461,0.68165,1.06142,0.000331,0.000331,0.000331
295,665.813,1.04195,0.73438,1.04572,0.86427,0.88701,0.85419,0.60247,1.02461,0.68165,1.06142,0.000298,0.000298,0.000298
296,667.898,1.00864,0.66743,1.00382,0.86562,0.88733,0.85429,0.60338,1.02237,0.68009,1.06132,0.000265,0.000265,0.000265
297,670.364,1.00592,0.63843,0.98573,0.86562,0.88733,0.85429,0.60338,1.02237,0.68009,1.06132,0.000232,0.000232,0.000232
298,672.263,1.04934,0.79136,0.9809,0.86562,0.88733,0.85429,0.60338,1.02237,0.68009,1.06132,0.000199,0.000199,0.000199
299,674.118,1.0032,0.71611,1.00349,0.86501,0.88705,0.85543,0.60243,1.02254,0.68531,1.06247,0.000166,0.000166,0.000166
300,675.932,1.0022,0.6468,0.95858,0.86501,0.88705,0.85543,0.60243,1.02254,0.68531,1.06247,0.000133,0.000133,0.000133
