epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,194.325,1.06144,0.92469,1.02738,0.83114,0.83901,0.80733,0.55282,1.08857,0.95835,1.09935,0.006601,0.006601,0.006601
105,196.571,1.15393,0.97046,1.01669,0.83114,0.83901,0.80733,0.55282,1.08857,0.95835,1.09935,0.006568,0.006568,0.006568
106,198.525,1.14392,0.86475,0.98706,0.83114,0.83901,0.80733,0.55282,1.08857,0.95835,1.09935,0.006535,0.006535,0.006535
107,200.276,1.11885,0.96373,1.01227,0.80284,0.80324,0.7848,0.54612,1.0723,1.0187,1.08866,0.006502,0.006502,0.006502
108,201.985,1.09318,0.8985,0.97748,0.80284,0.80324,0.7848,0.54612,1.0723,1.0187,1.08866,0.006469,0.006469,0.006469
109,203.673,1.09521,0.89889,1.01123,0.80284,0.80324,0.7848,0.54612,1.0723,1.0187,1.08866,0.006436,0.006436,0.006436
110,205.371,1.09295,0.91853,1.03247,0.79878,0.80765,0.79632,0.54099,1.12046,1.01431,1.10234,0.006403,0.006403,0.006403
111,207.062,1.07926,0.89688,1.00882,0.79878,0.80765,0.79632,0.54099,1.12046,1.01431,1.10234,0.00637,0.00637,0.00637
112,209.418,1.13931,0.93332,0.98252,0.79878,0.80765,0.79632,0.54099,1.12046,1.01431,1.10234,0.006337,0.006337,0.006337
113,211.298,1.13865,0.85493,0.9959,0.79878,0.80765,0.79632,0.54099,1.12046,1.01431,1.10234,0.006304,0.006304,0.006304
114,213.043,1.09039,0.99759,1.0249,0.79203,0.80484,0.73536,0.50132,1.12407,0.98087,1.101,0.006271,0.006271,0.006271
115,214.86,1.12392,0.8352,1.00716,0.79203,0.80484,0.73536,0.50132,1.12407,0.98087,1.101,0.006238,0.006238,0.006238
116,216.667,1.09634,0.84605,1.01121,0.79203,0.80484,0.73536,0.50132,1.12407,0.98087,1.101,0.006205,0.006205,0.006205
117,218.433,1.06644,0.79632,0.9868,0.8107,0.82826,0.7808,0.53654,1.11627,1.01306,1.09562,0.006172,0.006172,0.006172
118,220.289,1.12738,0.84436,0.97776,0.8107,0.82826,0.7808,0.53654,1.11627,1.01306,1.09562,0.006139,0.006139,0.006139
119,222.621,1.1322,0.81591,0.97209,0.8107,0.82826,0.7808,0.53654,1.11627,1.01306,1.09562,0.006106,0.006106,0.006106
120,224.462,1.09172,0.87649,1.00748,0.79839,0.8456,0.80553,0.55229,1.10991,0.9747,1.09084,0.006073,0.006073,0.006073
121,226.216,1.05744,0.85108,0.96349,0.79839,0.8456,0.80553,0.55229,1.10991,0.9747,1.09084,0.00604,0.00604,0.00604
122,227.982,1.14133,0.92055,0.99064,0.79839,0.8456,0.80553,0.55229,1.10991,0.9747,1.09084,0.006007,0.006007,0.006007
123,229.786,1.114,0.85926,0.98566,0.8321,0.83825,0.80939,0.55599,1.11183,0.91917,1.09217,0.005974,0.005974,0.005974
124,231.592,1.1282,0.85421,0.98196,0.8321,0.83825,0.80939,0.55599,1.11183,0.91917,1.09217,0.005941,0.005941,0.005941
125,233.446,1.11767,0.95909,1.01939,0.8321,0.83825,0.80939,0.55599,1.11183,0.91917,1.09217,0.005908,0.005908,0.005908
126,236.322,1.14303,0.87743,1.01534,0.84324,0.83012,0.81277,0.56659,1.09075,0.93072,1.0975,0.005875,0.005875,0.005875
127,238.121,1.11434,0.85402,0.98216,0.84324,0.83012,0.81277,0.56659,1.09075,0.93072,1.0975,0.005842,0.005842,0.005842
128,239.883,1.06359,0.87557,1.03426,0.84324,0.83012,0.81277,0.56659,1.09075,0.93072,1.0975,0.005809,0.005809,0.005809
129,241.599,1.1038,0.84438,1.02731,0.84324,0.83012,0.81277,0.56659,1.09075,0.93072,1.0975,0.005776,0.005776,0.005776
130,243.558,1.09602,0.84061,0.96748,0.83122,0.84539,0.83016,0.57597,1.08063,0.95477,1.0971,0.005743,0.005743,0.005743
131,245.281,1.07583,0.83667,1.01654,0.83122,0.84539,0.83016,0.57597,1.08063,0.95477,1.0971,0.00571,0.00571,0.00571
132,247.457,1.14101,0.83883,0.98439,0.83122,0.84539,0.83016,0.57597,1.08063,0.95477,1.0971,0.005677,0.005677,0.005677
133,249.689,1.10211,0.85349,0.99574,0.82348,0.82893,0.81872,0.56908,1.0764,1.01003,1.092,0.005644,0.005644,0.005644
134,251.412,1.11942,0.85162,1.01285,0.82348,0.82893,0.81872,0.56908,1.0764,1.01003,1.092,0.005611,0.005611,0.005611
135,253.147,1.07103,0.8001,0.99163,0.82348,0.82893,0.81872,0.56908,1.0764,1.01003,1.092,0.005578,0.005578,0.005578
136,255.249,1.09653,0.8452,0.96581,0.82644,0.82343,0.79972,0.55381,1.08083,1.00462,1.08297,0.005545,0.005545,0.005545
137,256.998,1.06291,0.81914,1.00993,0.82644,0.82343,0.79972,0.55381,1.08083,1.00462,1.08297,0.005512,0.005512,0.005512
138,258.771,1.07862,0.74734,0.96168,0.82644,0.82343,0.79972,0.55381,1.08083,1.00462,1.08297,0.005479,0.005479,0.005479
139,261.088,1.10625,0.97954,1.05205,0.83904,0.84436,0.80917,0.56041,1.08496,0.91568,1.07724,0.005446,0.005446,0.005446
140,263.017,1.06832,0.89028,1.03696,0.83904,0.84436,0.80917,0.56041,1.08496,0.91568,1.07724,0.005413,0.005413,0.005413
141,264.884,1.14655,0.89781,0.99389,0.83904,0.84436,0.80917,0.56041,1.08496,0.91568,1.07724,0.00538,0.00538,0.00538
142,266.706,1.08296,0.82754,0.96412,0.82546,0.8433,0.80882,0.56696,1.05955,0.88832,1.06628,0.005347,0.005347,0.005347
143,268.608,1.05552,0.81823,0.98279,0.82546,0.8433,0.80882,0.56696,1.05955,0.88832,1.06628,0.005314,0.005314,0.005314
144,270.334,1.10451,0.85081,0.99974,0.82546,0.8433,0.80882,0.56696,1.05955,0.88832,1.06628,0.005281,0.005281,0.005281
145,272.149,1.0523,0.82871,0.97814,0.82546,0.8433,0.80882,0.56696,1.05955,0.88832,1.06628,0.005248,0.005248,0.005248
146,274.508,1.11135,0.81394,0.9624,0.71316,0.80572,0.68893,0.47264,1.06028,1.24986,1.07678,0.005215,0.005215,0.005215
147,276.165,1.05519,0.79771,1.0183,0.71316,0.80572,0.68893,0.47264,1.06028,1.24986,1.07678,0.005182,0.005182,0.005182
148,277.947,1.07795,0.81229,0.95541,0.71316,0.80572,0.68893,0.47264,1.06028,1.24986,1.07678,0.005149,0.005149,0.005149
149,279.76,1.06596,0.82957,0.99422,0.68712,0.77109,0.64872,0.44337,1.07434,1.32951,1.08013,0.005116,0.005116,0.005116
150,281.507,1.14788,0.79906,1.00727,0.68712,0.77109,0.64872,0.44337,1.07434,1.32951,1.08013,0.005083,0.005083,0.005083
151,283.235,1.08479,0.8074,1.00308,0.68712,0.77109,0.64872,0.44337,1.07434,1.32951,1.08013,0.00505,0.00505,0.00505
152,285.009,1.07846,0.78446,0.96012,0.82517,0.84727,0.80826,0.56197,1.06274,0.88915,1.06897,0.005017,0.005017,0.005017
153,287.192,1.07311,0.84021,1.00906,0.82517,0.84727,0.80826,0.56197,1.06274,0.88915,1.06897,0.004984,0.004984,0.004984
154,288.957,1.07703,0.86324,1.00475,0.82517,0.84727,0.80826,0.56197,1.06274,0.88915,1.06897,0.004951,0.004951,0.004951
155,290.757,1.07898,0.8072,0.96626,0.84136,0.84218,0.81919,0.56908,1.06037,0.86274,1.07125,0.004918,0.004918,0.004918
156,292.473,1.10241,0.77312,0.97492,0.84136,0.84218,0.81919,0.56908,1.06037,0.86274,1.07125,0.004885,0.004885,0.004885
157,294.162,1.00805,0.82078,0.99239,0.84136,0.84218,0.81919,0.56908,1.06037,0.86274,1.07125,0.004852,0.004852,0.004852
158,295.938,1.07875,0.79454,0.96758,0.85784,0.83288,0.81887,0.56496,1.08018,0.86114,1.07769,0.004819,0.004819,0.004819
159,297.671,1.12066,0.81907,1.03001,0.85784,0.83288,0.81887,0.56496,1.08018,0.86114,1.07769,0.004786,0.004786,0.004786
160,299.965,1.09674,0.8314,1.02092,0.85784,0.83288,0.81887,0.56496,1.08018,0.86114,1.07769,0.004753,0.004753,0.004753
161,301.693,1.12016,0.83988,1.06368,0.85784,0.83288,0.81887,0.56496,1.08018,0.86114,1.07769,0.00472,0.00472,0.00472
162,303.436,1.05428,0.78229,0.98136,0.84779,0.8163,0.81282,0.56356,1.06517,0.88319,1.07106,0.004687,0.004687,0.004687
163,305.089,1.04087,0.87333,1.03226,0.84779,0.8163,0.81282,0.56356,1.06517,0.88319,1.07106,0.004654,0.004654,0.004654
164,306.831,1.04695,0.79658,0.99013,0.84779,0.8163,0.81282,0.56356,1.06517,0.88319,1.07106,0.004621,0.004621,0.004621
165,308.987,1.05427,0.75407,0.96188,0.8455,0.82686,0.81208,0.56997,1.05113,0.86672,1.06259,0.004588,0.004588,0.004588
166,310.813,1.08109,0.93081,0.99044,0.8455,0.82686,0.81208,0.56997,1.05113,0.86672,1.06259,0.004555,0.004555,0.004555
167,313.088,1.06347,0.78225,0.97867,0.8455,0.82686,0.81208,0.56997,1.05113,0.86672,1.06259,0.004522,0.004522,0.004522
168,314.85,1.13116,0.81686,1.00685,0.86131,0.84457,0.82204,0.57841,1.05833,0.84086,1.06225,0.004489,0.004489,0.004489
169,316.613,1.10712,0.84464,0.99303,0.86131,0.84457,0.82204,0.57841,1.05833,0.84086,1.06225,0.004456,0.004456,0.004456
170,318.28,1.04403,0.83904,1.02839,0.86131,0.84457,0.82204,0.57841,1.05833,0.84086,1.06225,0.004423,0.004423,0.004423
171,319.948,1.03633,0.80773,1.02366,0.77063,0.83063,0.75545,0.5297,1.05269,0.97274,1.06681,0.00439,0.00439,0.00439
172,321.66,1.03091,0.77052,0.98976,0.77063,0.83063,0.75545,0.5297,1.05269,0.97274,1.06681,0.004357,0.004357,0.004357
173,323.66,1.13278,0.76837,0.98195,0.77063,0.83063,0.75545,0.5297,1.05269,0.97274,1.06681,0.004324,0.004324,0.004324
174,325.964,1.05738,0.75031,0.98183,0.75878,0.79135,0.69976,0.48744,1.04785,1.11947,1.06658,0.004291,0.004291,0.004291
175,327.786,1.05951,0.74737,0.97511,0.75878,0.79135,0.69976,0.48744,1.04785,1.11947,1.06658,0.004258,0.004258,0.004258
176,329.429,1.04039,0.81501,0.99192,0.75878,0.79135,0.69976,0.48744,1.04785,1.11947,1.06658,0.004225,0.004225,0.004225
177,331.145,1.08035,0.79831,0.98873,0.75878,0.79135,0.69976,0.48744,1.04785,1.11947,1.06658,0.004192,0.004192,0.004192
178,332.867,1.08248,0.82029,1.02205,0.76235,0.8123,0.72774,0.5044,1.05709,1.04268,1.06741,0.004159,0.004159,0.004159
179,334.634,1.04492,0.74561,0.99778,0.76235,0.8123,0.72774,0.5044,1.05709,1.04268,1.06741,0.004126,0.004126,0.004126
180,336.507,1.10382,0.82033,0.99362,0.76235,0.8123,0.72774,0.5044,1.05709,1.04268,1.06741,0.004093,0.004093,0.004093
181,338.769,1.03949,0.82525,0.99023,0.81869,0.83172,0.79552,0.55721,1.04654,0.8988,1.06405,0.00406,0.00406,0.00406
182,340.529,1.0586,0.77287,0.98305,0.81869,0.83172,0.79552,0.55721,1.04654,0.8988,1.06405,0.004027,0.004027,0.004027
183,342.428,1.08555,0.78782,0.97818,0.81869,0.83172,0.79552,0.55721,1.04654,0.8988,1.06405,0.003994,0.003994,0.003994
184,344.251,1.02599,0.80306,0.99512,0.85398,0.84321,0.82396,0.57551,1.06508,0.85592,1.07062,0.003961,0.003961,0.003961
185,346.038,1.04849,0.76874,0.98533,0.85398,0.84321,0.82396,0.57551,1.06508,0.85592,1.07062,0.003928,0.003928,0.003928
186,347.845,1.01081,0.73522,0.97235,0.85398,0.84321,0.82396,0.57551,1.06508,0.85592,1.07062,0.003895,0.003895,0.003895
187,349.873,1.05756,0.78126,1.00107,0.85156,0.8465,0.82345,0.57582,1.05498,0.84912,1.0669,0.003862,0.003862,0.003862
188,352.004,1.00385,0.76947,0.97731,0.85156,0.8465,0.82345,0.57582,1.05498,0.84912,1.0669,0.003829,0.003829,0.003829
189,353.839,1.02395,0.75237,0.94884,0.85156,0.8465,0.82345,0.57582,1.05498,0.84912,1.0669,0.003796,0.003796,0.003796
190,355.92,1.06439,0.76875,1.00024,0.84423,0.85299,0.82366,0.57842,1.04608,0.83551,1.06179,0.003763,0.003763,0.003763
191,357.672,1.01997,0.7318,0.97732,0.84423,0.85299,0.82366,0.57842,1.04608,0.83551,1.06179,0.00373,0.00373,0.00373
192,359.482,1.06133,0.79835,0.96662,0.84423,0.85299,0.82366,0.57842,1.04608,0.83551,1.06179,0.003697,0.003697,0.003697
193,361.236,1.04306,0.79678,0.98737,0.84423,0.85299,0.82366,0.57842,1.04608,0.83551,1.06179,0.003664,0.003664,0.003664
194,363.43,1.03128,0.72469,0.94845,0.85596,0.84686,0.82616,0.57937,1.04978,0.81854,1.06345,0.003631,0.003631,0.003631
